
Track Number of Spots
 ==================== 
Track Number of Spots,Unit,Category,ID,
3,,Track,1000124095,
3,,Track,1000124098,
3,,Track,1000124101,
5,,Track,1000124104,
3,,Track,1000124109,
3,,Track,1000124112,
5,,Track,1000124115,
2,,Track,1000124120,
