
Track Position Y Start
 ==================== 
Track Position Y Start,Unit,Category,Collection,ID,
45.8596,µm,Track,Track Position Start,1000124095,
39.3082,µm,Track,Track Position Start,1000124098,
13.556,µm,Track,Track Position Start,1000124101,
28.2414,µm,Track,Track Position Start,1000124104,
32.2459,µm,Track,Track Position Start,1000124109,
25.1719,µm,Track,Track Position Start,1000124112,
18.6035,µm,Track,Track Position Start,1000124115,
37.0179,µm,Track,Track Position Start,1000124120,
