
Intensity Max Ch=3 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,TrackID,ID,
251,,Spot,3,Image 1,28,1000124095,124095,
253,,Spot,3,Image 1,29,1000124095,124096,
265,,Spot,3,Image 1,30,1000124095,124097,
245,,Spot,3,Image 1,32,1000124098,124098,
252,,Spot,3,Image 1,33,1000124098,124099,
251,,Spot,3,Image 1,34,1000124098,124100,
244,,Spot,3,Image 1,259,1000124101,124101,
244,,Spot,3,Image 1,260,1000124101,124102,
249,,Spot,3,Image 1,261,1000124101,124103,
254,,Spot,3,Image 1,312,1000124104,124104,
251,,Spot,3,Image 1,313,1000124104,124105,
248,,Spot,3,Image 1,314,1000124104,124106,
247,,Spot,3,Image 1,315,1000124104,124107,
252,,Spot,3,Image 1,316,1000124104,124108,
244,,Spot,3,Image 1,385,1000124109,124109,
250,,Spot,3,Image 1,386,1000124109,124110,
255,,Spot,3,Image 1,387,1000124109,124111,
254,,Spot,3,Image 1,370,1000124112,124112,
254,,Spot,3,Image 1,371,1000124112,124113,
246,,Spot,3,Image 1,372,1000124112,124114,
255,,Spot,3,Image 1,275,1000124115,124115,
253,,Spot,3,Image 1,276,1000124115,124116,
247,,Spot,3,Image 1,277,1000124115,124117,
249,,Spot,3,Image 1,278,1000124115,124118,
253,,Spot,3,Image 1,279,1000124115,124119,
265,,Spot,3,Image 1,167,1000124120,124120,
247,,Spot,3,Image 1,168,1000124120,124121,
