
Track Diameter Mean
 ==================== 
Track Diameter Mean,Unit,Category,ID,
4,,Track,1000124095,
4,,Track,1000124098,
4,,Track,1000124101,
4,,Track,1000124104,
4,,Track,1000124109,
4,,Track,1000124112,
4,,Track,1000124115,
4,,Track,1000124120,
