
Intensity Median Ch=1 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,TrackID,ID,
270.384,,Spot,1,Image 1,1,1000004380,4380,
266.208,,Spot,1,Image 1,2,1000004380,4382,
261.888,,Spot,1,Image 1,3,,4386,
266.224,,Spot,1,Image 1,4,1000004387,4387,
261.792,,Spot,1,Image 1,5,1000004387,4388,
269.872,,Spot,1,Image 1,6,1000004389,4389,
280,,Spot,1,Image 1,7,1000004389,4390,
287.936,,Spot,1,Image 1,8,1000004389,4391,
279.808,,Spot,1,Image 1,9,1000004389,4392,
282.352,,Spot,1,Image 1,10,1000004389,4393,
286.256,,Spot,1,Image 1,11,1000004389,4394,
290.16,,Spot,1,Image 1,12,1000004389,4395,
297.744,,Spot,1,Image 1,13,1000004389,4396,
299.984,,Spot,1,Image 1,14,1000004389,4397,
311.76,,Spot,1,Image 1,15,1000004389,4398,
312.096,,Spot,1,Image 1,16,1000004389,4399,
320.016,,Spot,1,Image 1,17,1000004389,4400,
319.936,,Spot,1,Image 1,18,1000004389,4401,
360,,Spot,1,Image 1,19,1000004389,4402,
331.936,,Spot,1,Image 1,20,1000004389,4403,
326.064,,Spot,1,Image 1,21,1000004389,4404,
318.032,,Spot,1,Image 1,22,1000004389,4405,
325.696,,Spot,1,Image 1,23,1000004389,4406,
330,,Spot,1,Image 1,24,1000004389,4407,
316.016,,Spot,1,Image 1,25,1000004389,4408,
299.84,,Spot,1,Image 1,26,1000004389,4409,
290.304,,Spot,1,Image 1,27,1000004389,4410,
310.08,,Spot,1,Image 1,28,1000004389,4411,
297.896,,Spot,1,Image 1,29,1000004389,4412,
296.136,,Spot,1,Image 1,30,1000004389,4413,
316.164,,Spot,1,Image 1,31,1000004389,4414,
325.728,,Spot,1,Image 1,32,1000004389,4415,
295.952,,Spot,1,Image 1,33,1000004389,4416,
331.936,,Spot,1,Image 1,34,1000004389,4417,
324.024,,Spot,1,Image 1,35,1000004389,4418,
308.192,,Spot,1,Image 1,36,1000004389,4419,
328.016,,Spot,1,Image 1,37,1000004431,4431,
328.168,,Spot,1,Image 1,38,1000004431,4432,
323.92,,Spot,1,Image 1,39,1000004431,4433,
326.192,,Spot,1,Image 1,40,1000004431,4434,
332.064,,Spot,1,Image 1,41,1000004431,4435,
336.24,,Spot,1,Image 1,42,1000004431,4436,
335.92,,Spot,1,Image 1,43,1000004431,4437,
323.92,,Spot,1,Image 1,44,1000004431,4438,
319.984,,Spot,1,Image 1,45,1000004431,4439,
310.16,,Spot,1,Image 1,46,1000004431,4440,
307.976,,Spot,1,Image 1,47,1000004431,4441,
308.064,,Spot,1,Image 1,48,1000004431,4442,
304.416,,Spot,1,Image 1,49,1000004431,4443,
314.032,,Spot,1,Image 1,50,1000004431,4444,
322.368,,Spot,1,Image 1,51,1000004431,4445,
324.4,,Spot,1,Image 1,52,1000004431,4446,
319.76,,Spot,1,Image 1,53,1000004431,4447,
320.2,,Spot,1,Image 1,54,1000004431,4448,
