
Displacement Delta
 ==================== 
Displacement Delta X,Displacement Delta Y,Displacement Delta Z,Unit,Category,Collection,Time,TrackID,ID,
0,0,0,µm,Spot,Displacement Delta,1,1000004380,4380,
-0.416367,-0.758678,-0.455706,µm,Spot,Displacement Delta,2,1000004380,4382,
0,0,0,µm,Spot,Displacement Delta,4,1000004387,4387,
-0.0902596,0.511467,0.540001,µm,Spot,Displacement Delta,5,1000004387,4388,
0,0,0,µm,Spot,Displacement Delta,6,1000004389,4389,
0.434019,0.319416,-1.08,µm,Spot,Displacement Delta,7,1000004389,4390,
0.733187,0.218166,-0.539999,µm,Spot,Displacement Delta,8,1000004389,4391,
-0.447567,-0.0288887,0,µm,Spot,Displacement Delta,9,1000004389,4392,
0.368025,-0.158203,0,µm,Spot,Displacement Delta,10,1000004389,4393,
0.368292,0.377991,-0.540001,µm,Spot,Displacement Delta,11,1000004389,4394,
0.762667,1.00874,0.540001,µm,Spot,Displacement Delta,12,1000004389,4395,
0.444084,0.793602,0,µm,Spot,Displacement Delta,13,1000004389,4396,
0.488976,0.883007,0.539999,µm,Spot,Displacement Delta,14,1000004389,4397,
1.45641,-0.0923805,-0.539999,µm,Spot,Displacement Delta,15,1000004389,4398,
0.193516,0.458111,0.539999,µm,Spot,Displacement Delta,16,1000004389,4399,
0.360752,-0.156136,0,µm,Spot,Displacement Delta,17,1000004389,4400,
-0.34861,-0.0663528,-0.539999,µm,Spot,Displacement Delta,18,1000004389,4401,
0.536598,-0.779953,-1.62,µm,Spot,Displacement Delta,19,1000004389,4402,
0.0729446,0.194847,2.16,µm,Spot,Displacement Delta,20,1000004389,4403,
-0.16605,-0.139229,0.540001,µm,Spot,Displacement Delta,21,1000004389,4404,
-0.155972,0.389881,0,µm,Spot,Displacement Delta,22,1000004389,4405,
0.0669861,-0.345802,0.540001,µm,Spot,Displacement Delta,23,1000004389,4406,
0.396667,-0.0695724,-0.540001,µm,Spot,Displacement Delta,24,1000004389,4407,
-0.0804291,0.571552,0,µm,Spot,Displacement Delta,25,1000004389,4408,
0.186977,0.460865,1.62,µm,Spot,Displacement Delta,26,1000004389,4409,
-0.139366,0.169472,0.539999,µm,Spot,Displacement Delta,27,1000004389,4410,
-0.519131,-0.743916,-1.62,µm,Spot,Displacement Delta,28,1000004389,4411,
0.114906,0.275154,0.539999,µm,Spot,Displacement Delta,29,1000004389,4412,
0.268105,-0.111034,0.540001,µm,Spot,Displacement Delta,30,1000004389,4413,
-0.0485229,-0.629982,-1.08,µm,Spot,Displacement Delta,31,1000004389,4414,
-0.242115,-0.331623,-0.540001,µm,Spot,Displacement Delta,32,1000004389,4415,
0.433044,0.815041,3.24,µm,Spot,Displacement Delta,33,1000004389,4416,
-0.640331,-1.06328,-4.32,µm,Spot,Displacement Delta,34,1000004389,4417,
0.171593,-0.63937,-1.62,µm,Spot,Displacement Delta,35,1000004389,4418,
-0.222843,-0.0284386,-1.62,µm,Spot,Displacement Delta,36,1000004389,4419,
0,0,0,µm,Spot,Displacement Delta,37,1000004431,4431,
0.240002,0.506733,0.608528,µm,Spot,Displacement Delta,38,1000004431,4432,
-0.360001,-0.410641,-0.195709,µm,Spot,Displacement Delta,39,1000004431,4433,
0.119999,0.201641,0.0815315,µm,Spot,Displacement Delta,40,1000004431,4434,
-0.48,0.579636,0.337955,µm,Spot,Displacement Delta,41,1000004431,4435,
0.48,-0.489075,-0.734577,µm,Spot,Displacement Delta,42,1000004431,4436,
-0.360001,-0.576958,0.076725,µm,Spot,Displacement Delta,43,1000004431,4437,
0.84,0.444279,0.328121,µm,Spot,Displacement Delta,44,1000004431,4438,
0.120003,0.348095,0.327072,µm,Spot,Displacement Delta,45,1000004431,4439,
0.84,0.599121,0.0548668,µm,Spot,Displacement Delta,46,1000004431,4440,
