
Track Diameter Mean
 ==================== 
Track Diameter Mean,Unit,Category,ID,
15,,Track,1000004380,
15,,Track,1000004387,
15,,Track,1000004389,
15,,Track,1000004431,
15,,Track,1000004468,
15,,Track,1000004479,
15,,Track,1000004496,
15,,Track,1000004791,
15,,Track,1000004839,
15,,Track,1000004850,
15,,Track,1000004864,
15,,Track,1000004873,
15,,Track,1000004892,
15,,Track,1000004952,
