
Track Speed Min
 ==================== 
Track Speed Min,Unit,Category,ID,
0.97807,,Track,1000004380,
0.74923,,Track,1000004387,
0.424543,,Track,1000004389,
0.314354,,Track,1000004431,
0.368233,,Track,1000004468,
0.2978,,Track,1000004479,
0.209194,,Track,1000004496,
0.300113,,Track,1000004791,
0.54663,,Track,1000004839,
0.565428,,Track,1000004850,
0.482323,,Track,1000004864,
0.287863,,Track,1000004873,
0.101357,,Track,1000004892,
4.26496e-06,,Track,1000004952,
