
Intensity Sum of Square Ch=1 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,TrackID,ID,
2.00503e+10,,Spot,1,Image 1,1,1000004380,4380,
2.1105e+10,,Spot,1,Image 1,2,1000004380,4382,
2.01368e+10,,Spot,1,Image 1,3,,4386,
2.09239e+10,,Spot,1,Image 1,4,1000004387,4387,
2.1127e+10,,Spot,1,Image 1,5,1000004387,4388,
2.30859e+10,,Spot,1,Image 1,6,1000004389,4389,
2.50109e+10,,Spot,1,Image 1,7,1000004389,4390,
2.62582e+10,,Spot,1,Image 1,8,1000004389,4391,
2.46762e+10,,Spot,1,Image 1,9,1000004389,4392,
2.51538e+10,,Spot,1,Image 1,10,1000004389,4393,
2.5194e+10,,Spot,1,Image 1,11,1000004389,4394,
2.56109e+10,,Spot,1,Image 1,12,1000004389,4395,
2.74983e+10,,Spot,1,Image 1,13,1000004389,4396,
2.82399e+10,,Spot,1,Image 1,14,1000004389,4397,
2.89903e+10,,Spot,1,Image 1,15,1000004389,4398,
2.83605e+10,,Spot,1,Image 1,16,1000004389,4399,
2.91635e+10,,Spot,1,Image 1,17,1000004389,4400,
3.01112e+10,,Spot,1,Image 1,18,1000004389,4401,
3.53012e+10,,Spot,1,Image 1,19,1000004389,4402,
3.05061e+10,,Spot,1,Image 1,20,1000004389,4403,
2.97281e+10,,Spot,1,Image 1,21,1000004389,4404,
2.80162e+10,,Spot,1,Image 1,22,1000004389,4405,
2.96019e+10,,Spot,1,Image 1,23,1000004389,4406,
2.96298e+10,,Spot,1,Image 1,24,1000004389,4407,
2.71479e+10,,Spot,1,Image 1,25,1000004389,4408,
2.51083e+10,,Spot,1,Image 1,26,1000004389,4409,
2.37309e+10,,Spot,1,Image 1,27,1000004389,4410,
2.59757e+10,,Spot,1,Image 1,28,1000004389,4411,
2.42802e+10,,Spot,1,Image 1,29,1000004389,4412,
2.38633e+10,,Spot,1,Image 1,30,1000004389,4413,
2.62669e+10,,Spot,1,Image 1,31,1000004389,4414,
2.71595e+10,,Spot,1,Image 1,32,1000004389,4415,
2.26664e+10,,Spot,1,Image 1,33,1000004389,4416,
2.72921e+10,,Spot,1,Image 1,34,1000004389,4417,
2.68563e+10,,Spot,1,Image 1,35,1000004389,4418,
2.59719e+10,,Spot,1,Image 1,36,1000004389,4419,
2.69428e+10,,Spot,1,Image 1,37,1000004431,4431,
2.64621e+10,,Spot,1,Image 1,38,1000004431,4432,
2.59889e+10,,Spot,1,Image 1,39,1000004431,4433,
2.63623e+10,,Spot,1,Image 1,40,1000004431,4434,
2.71197e+10,,Spot,1,Image 1,41,1000004431,4435,
2.71747e+10,,Spot,1,Image 1,42,1000004431,4436,
2.73596e+10,,Spot,1,Image 1,43,1000004431,4437,
2.54503e+10,,Spot,1,Image 1,44,1000004431,4438,
2.48093e+10,,Spot,1,Image 1,45,1000004431,4439,
2.37138e+10,,Spot,1,Image 1,46,1000004431,4440,
2.33049e+10,,Spot,1,Image 1,47,1000004431,4441,
2.31258e+10,,Spot,1,Image 1,48,1000004431,4442,
2.25454e+10,,Spot,1,Image 1,49,1000004431,4443,
2.401e+10,,Spot,1,Image 1,50,1000004431,4444,
2.49264e+10,,Spot,1,Image 1,51,1000004431,4445,
2.54445e+10,,Spot,1,Image 1,52,1000004431,4446,
2.52715e+10,,Spot,1,Image 1,53,1000004431,4447,
2.52663e+10,,Spot,1,Image 1,54,1000004431,4448,
2.55312e+10,,Spot,1,Image 1,55,1000004431,4449,
2.57199e+10,,Spot,1,Image 1,56,1000004431,4450,
2.57378e+10,,Spot,1,Image 1,57,1000004431,4451,
2.48129e+10,,Spot,1,Image 1,58,1000004431,4452,
