
Track Area Mean
 ==================== 
Track Area Mean,Unit,Category,ID,
706.858,,Track,1000004380,
706.858,,Track,1000004387,
706.858,,Track,1000004389,
706.858,,Track,1000004431,
706.858,,Track,1000004468,
706.858,,Track,1000004479,
706.859,,Track,1000004496,
706.858,,Track,1000004791,
706.858,,Track,1000004839,
706.858,,Track,1000004850,
706.858,,Track,1000004864,
706.858,,Track,1000004873,
706.858,,Track,1000004892,
706.858,,Track,1000004952,
