
Velocity Angle
 ==================== 
Velocity Angle X,Velocity Angle Y,Velocity Angle Z,Unit,Category,Collection,Time,TrackID,ID,
53.2881,69.9127,136.416,°,Spot,Velocity Angle,1,1000000003,3,
52.6049,67.6267,134.215,°,Spot,Velocity Angle,2,1000000003,12,
113.325,107.297,29.6761,°,Spot,Velocity Angle,3,1000000003,21,
105.899,109.082,25.2434,°,Spot,Velocity Angle,4,1000000003,30,
86.746,91.3501,3.52497,°,Spot,Velocity Angle,5,1000000003,40,
94.9555,94.47,6.6774,°,Spot,Velocity Angle,6,1000000003,49,
133.443,90.6043,43.4463,°,Spot,Velocity Angle,7,1000000003,58,
141.772,56.0774,74.4921,°,Spot,Velocity Angle,8,1000000003,68,
127.065,46.3338,66.4207,°,Spot,Velocity Angle,9,1000000003,77,
90.0027,29.0392,60.9634,°,Spot,Velocity Angle,10,1000000003,86,
133.014,113.16,128.064,°,Spot,Velocity Angle,11,1000000003,95,
114.311,120.277,139.399,°,Spot,Velocity Angle,12,1000000003,105,
90.0027,96.3281,173.68,°,Spot,Velocity Angle,13,1000000003,114,
90.0027,124.786,34.7835,°,Spot,Velocity Angle,14,1000000003,124,
90.0027,98.0407,8.03802,°,Spot,Velocity Angle,15,1000000003,134,
90.0027,58.3756,148.378,°,Spot,Velocity Angle,16,1000000003,144,
90.0027,117.612,27.6097,°,Spot,Velocity Angle,17,1000000003,156,
90.0027,82.8486,7.15411,°,Spot,Velocity Angle,18,1000000003,164,
90.0027,72.1433,17.8594,°,Spot,Velocity Angle,19,1000000003,174,
90.0027,178.504,88.5011,°,Spot,Velocity Angle,20,1000000003,183,
90.0027,173.659,83.6559,°,Spot,Velocity Angle,21,1000000003,194,
90.0027,162.394,107.614,°,Spot,Velocity Angle,22,1000000003,205,
90.0027,156.544,113.464,°,Spot,Velocity Angle,23,1000000003,217,
90.0027,55.775,34.2277,°,Spot,Velocity Angle,24,1000000003,229,
73.574,39.037,124.249,°,Spot,Velocity Angle,25,1000000003,240,
90.0027,57.6998,147.702,°,Spot,Velocity Angle,26,1000000003,253,
169.819,90.0027,79.8166,°,Spot,Velocity Angle,27,1000000003,266,
142.618,66.5934,62.6686,°,Spot,Velocity Angle,28,1000000003,277,
109.764,89.3113,19.7749,°,Spot,Velocity Angle,29,1000000003,288,
