
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,TrackID,ID,
27,µm,Spot,Image 1,1,1000000003,3,
26.7449,µm,Spot,Image 1,2,1000000003,12,
27.3125,µm,Spot,Image 1,3,1000000003,21,
27.2863,µm,Spot,Image 1,4,1000000003,30,
27.2011,µm,Spot,Image 1,5,1000000003,40,
27.273,µm,Spot,Image 1,6,1000000003,49,
27.1372,µm,Spot,Image 1,7,1000000003,58,
27.2127,µm,Spot,Image 1,8,1000000003,68,
27,µm,Spot,Image 1,9,1000000003,77,
27,µm,Spot,Image 1,10,1000000003,86,
27,µm,Spot,Image 1,11,1000000003,95,
26.8,µm,Spot,Image 1,12,1000000003,105,
26.8,µm,Spot,Image 1,13,1000000003,114,
26.8,µm,Spot,Image 1,14,1000000003,124,
26.8,µm,Spot,Image 1,15,1000000003,134,
26.8,µm,Spot,Image 1,16,1000000003,144,
26.8,µm,Spot,Image 1,17,1000000003,156,
26.8,µm,Spot,Image 1,18,1000000003,164,
26.8,µm,Spot,Image 1,19,1000000003,174,
26.8,µm,Spot,Image 1,20,1000000003,183,
26.8,µm,Spot,Image 1,21,1000000003,194,
26.8,µm,Spot,Image 1,22,1000000003,205,
26.5578,µm,Spot,Image 1,23,1000000003,217,
26.4507,µm,Spot,Image 1,24,1000000003,229,
26.6817,µm,Spot,Image 1,25,1000000003,240,
27,µm,Spot,Image 1,26,1000000003,253,
26.8,µm,Spot,Image 1,27,1000000003,266,
26.5,µm,Spot,Image 1,28,1000000003,277,
26.4,µm,Spot,Image 1,29,1000000003,288,
26.3,µm,Spot,Image 1,30,1000000003,299,
26.3,µm,Spot,Image 1,31,1000000003,310,
26.3,µm,Spot,Image 1,32,1000000003,321,
26.3,µm,Spot,Image 1,33,1000000003,332,
26.3,µm,Spot,Image 1,34,1000000003,342,
26.3,µm,Spot,Image 1,35,1000000003,352,
26.2,µm,Spot,Image 1,36,1000000003,361,
26,µm,Spot,Image 1,37,1000000003,370,
26,µm,Spot,Image 1,38,1000000003,379,
26,µm,Spot,Image 1,39,1000000003,388,
