
Displacement Delta
 ==================== 
Displacement Delta X,Displacement Delta Y,Displacement Delta Z,Unit,Category,Collection,Time,TrackID,ID,
0,0,0,µm,Spot,Displacement Delta,1,1000000003,3,
1.31237,0.754051,-1.59009,µm,Spot,Displacement Delta,2,1000000003,12,
-0.567562,-0.287205,0.734924,µm,Spot,Displacement Delta,3,1000000003,21,
-0.0553284,-0.180515,0.632086,µm,Spot,Displacement Delta,4,1000000003,30,
-0.167362,-0.0852547,0.10334,µm,Spot,Displacement Delta,5,1000000003,40,
0.199471,0.0719643,0.460802,µm,Spot,Displacement Delta,6,1000000003,49,
-0.270287,-0.135853,0.353897,µm,Spot,Displacement Delta,7,1000000003,58,
-0.238571,0.128082,0.183422,µm,Spot,Displacement Delta,8,1000000003,68,
-0.212734,0.192566,-0.0297852,µm,Spot,Displacement Delta,9,1000000003,77,
0,0.0511627,0.170998,µm,Spot,Displacement Delta,10,1000000003,86,
0,0.0112228,-0.136362,µm,Spot,Displacement Delta,11,1000000003,95,
-0.200001,-0.126522,-0.0443954,µm,Spot,Displacement Delta,12,1000000003,105,
0,-0.118423,-0.32449,µm,Spot,Displacement Delta,13,1000000003,114,
0,0.0572319,-0.227545,µm,Spot,Displacement Delta,14,1000000003,124,
0,-0.0617905,0.234108,µm,Spot,Displacement Delta,15,1000000003,134,
0,0.0418015,-0.092556,µm,Spot,Displacement Delta,16,1000000003,144,
0,0.0346031,-0.0315113,µm,Spot,Displacement Delta,17,1000000003,156,
0,-0.0909348,0.139223,µm,Spot,Displacement Delta,18,1000000003,164,
0,0.134911,0.211149,µm,Spot,Displacement Delta,19,1000000003,174,
0,-0.0672112,-0.00103188,µm,Spot,Displacement Delta,20,1000000003,183,
0,-0.158577,0.00695038,µm,Spot,Displacement Delta,21,1000000003,194,
0,-0.121307,0.0241795,µm,Spot,Displacement Delta,22,1000000003,205,
0,-0.486206,-0.217016,µm,Spot,Displacement Delta,23,1000000003,217,
0,-0.107101,-0.0404758,µm,Spot,Displacement Delta,24,1000000003,229,
0,0.23101,0.22262,µm,Spot,Displacement Delta,25,1000000003,240,
0.200001,0.318295,-0.620577,µm,Spot,Displacement Delta,26,1000000003,253,
-0.200001,0,0.117121,µm,Spot,Displacement Delta,27,1000000003,266,
-0.299999,0,-0.0272846,µm,Spot,Displacement Delta,28,1000000003,277,
-0.0999985,0.200001,0.258436,µm,Spot,Displacement Delta,29,1000000003,288,
-0.100002,-0.192863,0.298225,µm,Spot,Displacement Delta,30,1000000003,299,
0,-0.00587463,0.0986061,µm,Spot,Displacement Delta,31,1000000003,310,
0,0.042923,0.331984,µm,Spot,Displacement Delta,32,1000000003,321,
0,-0.036644,0.153566,µm,Spot,Displacement Delta,33,1000000003,332,
