
Time Index
 ==================== 
Time Index,Unit,Category,Time,TrackID,ID,
1,,Spot,1,1000000003,3,
2,,Spot,2,1000000003,12,
3,,Spot,3,1000000003,21,
4,,Spot,4,1000000003,30,
5,,Spot,5,1000000003,40,
6,,Spot,6,1000000003,49,
7,,Spot,7,1000000003,58,
8,,Spot,8,1000000003,68,
9,,Spot,9,1000000003,77,
10,,Spot,10,1000000003,86,
11,,Spot,11,1000000003,95,
12,,Spot,12,1000000003,105,
13,,Spot,13,1000000003,114,
14,,Spot,14,1000000003,124,
15,,Spot,15,1000000003,134,
16,,Spot,16,1000000003,144,
17,,Spot,17,1000000003,156,
18,,Spot,18,1000000003,164,
19,,Spot,19,1000000003,174,
20,,Spot,20,1000000003,183,
21,,Spot,21,1000000003,194,
22,,Spot,22,1000000003,205,
23,,Spot,23,1000000003,217,
24,,Spot,24,1000000003,229,
25,,Spot,25,1000000003,240,
26,,Spot,26,1000000003,253,
27,,Spot,27,1000000003,266,
28,,Spot,28,1000000003,277,
29,,Spot,29,1000000003,288,
30,,Spot,30,1000000003,299,
31,,Spot,31,1000000003,310,
32,,Spot,32,1000000003,321,
33,,Spot,33,1000000003,332,
34,,Spot,34,1000000003,342,
35,,Spot,35,1000000003,352,
36,,Spot,36,1000000003,361,
37,,Spot,37,1000000003,370,
38,,Spot,38,1000000003,379,
39,,Spot,39,1000000003,388,
40,,Spot,40,1000000003,398,
41,,Spot,41,1000000003,408,
42,,Spot,42,1000000003,418,
43,,Spot,43,1000000003,427,
44,,Spot,44,1000000003,437,
45,,Spot,45,1000000003,447,
46,,Spot,46,1000000003,456,
47,,Spot,47,1000000003,465,
48,,Spot,48,1000000003,476,
49,,Spot,49,1000000003,487,
50,,Spot,50,1000000003,498,
51,,Spot,51,1000000003,508,
52,,Spot,52,1000000003,517,
53,,Spot,53,1000000003,525,
54,,Spot,54,1000000003,534,
55,,Spot,55,1000000003,545,
56,,Spot,56,1000000003,554,
57,,Spot,57,1000000003,3764,
58,,Spot,58,1000000003,3765,
59,,Spot,59,1000000003,3766,
60,,Spot,60,1000000003,3767,
61,,Spot,61,1000000003,3768,
62,,Spot,62,1000000003,3769,
63,,Spot,63,1000000003,3770,
64,,Spot,64,1000000003,3771,
65,,Spot,65,1000000003,3772,
66,,Spot,66,1000000003,3773,
67,,Spot,67,1000000003,3774,
68,,Spot,68,1000000003,3775,
69,,Spot,69,1000000003,3776,
70,,Spot,70,1000000003,3777,
71,,Spot,71,1000000003,3778,
72,,Spot,72,1000000003,3779,
73,,Spot,73,1000000003,3780,
