
Generation
 ==================== 
Generation,Unit,Category,Time,TrackID,ID,
0,,Spot,1,1000000003,3,
0,,Spot,2,1000000003,12,
0,,Spot,3,1000000003,21,
0,,Spot,4,1000000003,30,
0,,Spot,5,1000000003,40,
0,,Spot,6,1000000003,49,
0,,Spot,7,1000000003,58,
0,,Spot,8,1000000003,68,
0,,Spot,9,1000000003,77,
0,,Spot,10,1000000003,86,
0,,Spot,11,1000000003,95,
0,,Spot,12,1000000003,105,
0,,Spot,13,1000000003,114,
0,,Spot,14,1000000003,124,
0,,Spot,15,1000000003,134,
0,,Spot,16,1000000003,144,
0,,Spot,17,1000000003,156,
0,,Spot,18,1000000003,164,
0,,Spot,19,1000000003,174,
0,,Spot,20,1000000003,183,
0,,Spot,21,1000000003,194,
0,,Spot,22,1000000003,205,
0,,Spot,23,1000000003,217,
0,,Spot,24,1000000003,229,
0,,Spot,25,1000000003,240,
0,,Spot,26,1000000003,253,
0,,Spot,27,1000000003,266,
0,,Spot,28,1000000003,277,
0,,Spot,29,1000000003,288,
0,,Spot,30,1000000003,299,
0,,Spot,31,1000000003,310,
0,,Spot,32,1000000003,321,
0,,Spot,33,1000000003,332,
0,,Spot,34,1000000003,342,
0,,Spot,35,1000000003,352,
0,,Spot,36,1000000003,361,
0,,Spot,37,1000000003,370,
0,,Spot,38,1000000003,379,
0,,Spot,39,1000000003,388,
0,,Spot,40,1000000003,398,
0,,Spot,41,1000000003,408,
0,,Spot,42,1000000003,418,
0,,Spot,43,1000000003,427,
0,,Spot,44,1000000003,437,
0,,Spot,45,1000000003,447,
0,,Spot,46,1000000003,456,
0,,Spot,47,1000000003,465,
0,,Spot,48,1000000003,476,
0,,Spot,49,1000000003,487,
0,,Spot,50,1000000003,498,
0,,Spot,51,1000000003,508,
0,,Spot,52,1000000003,517,
0,,Spot,53,1000000003,525,
0,,Spot,54,1000000003,534,
0,,Spot,55,1000000003,545,
0,,Spot,56,1000000003,554,
0,,Spot,57,1000000003,3764,
0,,Spot,58,1000000003,3765,
0,,Spot,59,1000000003,3766,
0,,Spot,60,1000000003,3767,
0,,Spot,61,1000000003,3768,
0,,Spot,62,1000000003,3769,
0,,Spot,63,1000000003,3770,
0,,Spot,64,1000000003,3771,
0,,Spot,65,1000000003,3772,
0,,Spot,66,1000000003,3773,
0,,Spot,67,1000000003,3774,
0,,Spot,68,1000000003,3775,
0,,Spot,69,1000000003,3776,
0,,Spot,70,1000000003,3777,
0,,Spot,71,1000000003,3778,
0,,Spot,72,1000000003,3779,
0,,Spot,73,1000000003,3780,
0,,Spot,74,1000000003,3781,
0,,Spot,75,1000000003,3782,
0,,Spot,76,1000000003,3783,
