
Intensity Max Ch=1 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,TrackID,ID,
624,,Spot,1,Image 1,1,1000718119,718119,
646,,Spot,1,Image 1,2,1000718119,730774,
652,,Spot,1,Image 1,3,1000718119,743791,
440,,Spot,1,Image 1,4,1000718119,756711,
536,,Spot,1,Image 1,5,1000718119,768779,
490,,Spot,1,Image 1,6,1000718119,782493,
562,,Spot,1,Image 1,7,1000718119,795537,
518,,Spot,1,Image 1,8,1000718119,808499,
504,,Spot,1,Image 1,9,1000718119,821759,
620,,Spot,1,Image 1,10,1000718119,834667,
600,,Spot,1,Image 1,11,1000718119,847617,
572,,Spot,1,Image 1,12,1000718119,860523,
614,,Spot,1,Image 1,13,1000718119,873474,
584,,Spot,1,Image 1,14,1000718119,886281,
628,,Spot,1,Image 1,15,1000718119,899325,
630,,Spot,1,Image 1,16,1000718119,912407,
600,,Spot,1,Image 1,17,1000718119,924871,
646,,Spot,1,Image 1,18,1000718119,935891,
636,,Spot,1,Image 1,19,1000718119,946886,
682,,Spot,1,Image 1,20,1000718119,957866,
608,,Spot,1,Image 1,21,1000718119,968955,
648,,Spot,1,Image 1,22,1000718119,979962,
642,,Spot,1,Image 1,23,1000718119,990262,
552,,Spot,1,Image 1,24,1000718119,1001227,
540,,Spot,1,Image 1,25,1000718119,1012129,
550,,Spot,1,Image 1,26,1000718119,1021431,
536,,Spot,1,Image 1,27,1000718119,1033878,
486,,Spot,1,Image 1,28,1000718119,1046880,
662,,Spot,1,Image 1,29,1000718119,1062673,
590,,Spot,1,Image 1,30,1000718119,1075614,
706,,Spot,1,Image 1,31,1000718119,1088631,
682,,Spot,1,Image 1,32,1000718119,1101555,
684,,Spot,1,Image 1,33,1000718119,1115305,
708,,Spot,1,Image 1,34,1000718119,1128005,
674,,Spot,1,Image 1,35,1000718119,1139796,
702,,Spot,1,Image 1,36,1000718119,1152693,
702,,Spot,1,Image 1,37,1000718119,1165353,
862,,Spot,1,Image 1,38,1000718119,1177450,
776,,Spot,1,Image 1,39,1000718119,1190519,
838,,Spot,1,Image 1,40,1000718119,1203410,
904,,Spot,1,Image 1,41,1000718119,1216401,
832,,Spot,1,Image 1,42,1000718119,1228874,
902,,Spot,1,Image 1,43,1000718119,1241031,
808,,Spot,1,Image 1,44,1000718119,1253678,
770,,Spot,1,Image 1,45,1000718119,1266099,
