
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,TrackID,ID,
30.5168,µm,Spot,Image 1,1,1000718119,718119,
32.247,µm,Spot,Image 1,2,1000718119,730774,
33.085,µm,Spot,Image 1,3,1000718119,743791,
34.4925,µm,Spot,Image 1,4,1000718119,756711,
35.5737,µm,Spot,Image 1,5,1000718119,768779,
35.5536,µm,Spot,Image 1,6,1000718119,782493,
35.1296,µm,Spot,Image 1,7,1000718119,795537,
34.1252,µm,Spot,Image 1,8,1000718119,808499,
33.4159,µm,Spot,Image 1,9,1000718119,821759,
31.9536,µm,Spot,Image 1,10,1000718119,834667,
30.9798,µm,Spot,Image 1,11,1000718119,847617,
30.2502,µm,Spot,Image 1,12,1000718119,860523,
31.105,µm,Spot,Image 1,13,1000718119,873474,
30.5978,µm,Spot,Image 1,14,1000718119,886281,
30.6279,µm,Spot,Image 1,15,1000718119,899325,
29.8105,µm,Spot,Image 1,16,1000718119,912407,
29.5878,µm,Spot,Image 1,17,1000718119,924871,
29.788,µm,Spot,Image 1,18,1000718119,935891,
29.8212,µm,Spot,Image 1,19,1000718119,946886,
30.5086,µm,Spot,Image 1,20,1000718119,957866,
30.2669,µm,Spot,Image 1,21,1000718119,968955,
29.899,µm,Spot,Image 1,22,1000718119,979962,
30.468,µm,Spot,Image 1,23,1000718119,990262,
29.6346,µm,Spot,Image 1,24,1000718119,1001227,
29.2242,µm,Spot,Image 1,25,1000718119,1012129,
29.0326,µm,Spot,Image 1,26,1000718119,1021431,
29.3595,µm,Spot,Image 1,27,1000718119,1033878,
29.7073,µm,Spot,Image 1,28,1000718119,1046880,
31.1457,µm,Spot,Image 1,29,1000718119,1062673,
30.9433,µm,Spot,Image 1,30,1000718119,1075614,
31.4422,µm,Spot,Image 1,31,1000718119,1088631,
31.4293,µm,Spot,Image 1,32,1000718119,1101555,
30.7975,µm,Spot,Image 1,33,1000718119,1115305,
31.0004,µm,Spot,Image 1,34,1000718119,1128005,
31.3523,µm,Spot,Image 1,35,1000718119,1139796,
31.6154,µm,Spot,Image 1,36,1000718119,1152693,
31.3845,µm,Spot,Image 1,37,1000718119,1165353,
30.9283,µm,Spot,Image 1,38,1000718119,1177450,
