
Intensity Median Ch=2 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,TrackID,ID,
289.936,,Spot,2,Image 1,1,1000718119,718119,
276.928,,Spot,2,Image 1,2,1000718119,730774,
282,,Spot,2,Image 1,3,1000718119,743791,
267.888,,Spot,2,Image 1,4,1000718119,756711,
258.016,,Spot,2,Image 1,5,1000718119,768779,
263.936,,Spot,2,Image 1,6,1000718119,782493,
268.208,,Spot,2,Image 1,7,1000718119,795537,
269.952,,Spot,2,Image 1,8,1000718119,808499,
273.952,,Spot,2,Image 1,9,1000718119,821759,
268.056,,Spot,2,Image 1,10,1000718119,834667,
269.952,,Spot,2,Image 1,11,1000718119,847617,
276,,Spot,2,Image 1,12,1000718119,860523,
261.952,,Spot,2,Image 1,13,1000718119,873474,
267.944,,Spot,2,Image 1,14,1000718119,886281,
264.064,,Spot,2,Image 1,15,1000718119,899325,
262.016,,Spot,2,Image 1,16,1000718119,912407,
264.088,,Spot,2,Image 1,17,1000718119,924871,
253.96,,Spot,2,Image 1,18,1000718119,935891,
255.968,,Spot,2,Image 1,19,1000718119,946886,
259.984,,Spot,2,Image 1,20,1000718119,957866,
251.936,,Spot,2,Image 1,21,1000718119,968955,
258.008,,Spot,2,Image 1,22,1000718119,979962,
248.016,,Spot,2,Image 1,23,1000718119,990262,
257.944,,Spot,2,Image 1,24,1000718119,1001227,
254.008,,Spot,2,Image 1,25,1000718119,1012129,
254.984,,Spot,2,Image 1,26,1000718119,1021431,
257.936,,Spot,2,Image 1,27,1000718119,1033878,
255.968,,Spot,2,Image 1,28,1000718119,1046880,
251.952,,Spot,2,Image 1,29,1000718119,1062673,
254.08,,Spot,2,Image 1,30,1000718119,1075614,
263.008,,Spot,2,Image 1,31,1000718119,1088631,
257.96,,Spot,2,Image 1,32,1000718119,1101555,
250.064,,Spot,2,Image 1,33,1000718119,1115305,
257.92,,Spot,2,Image 1,34,1000718119,1128005,
253.936,,Spot,2,Image 1,35,1000718119,1139796,
262,,Spot,2,Image 1,36,1000718119,1152693,
254,,Spot,2,Image 1,37,1000718119,1165353,
251.888,,Spot,2,Image 1,38,1000718119,1177450,
258.04,,Spot,2,Image 1,39,1000718119,1190519,
254.032,,Spot,2,Image 1,40,1000718119,1203410,
254.084,,Spot,2,Image 1,41,1000718119,1216401,
254.04,,Spot,2,Image 1,42,1000718119,1228874,
