
Displacement Delta
 ==================== 
Displacement Delta X,Displacement Delta Y,Displacement Delta Z,Unit,Category,Collection,Time,TrackID,ID,
0,0,0,µm,Spot,Displacement Delta,1,1000718119,718119,
-1.73019,-0.300461,0.958027,µm,Spot,Displacement Delta,2,1000718119,730774,
-0.837986,-0.159187,0.604225,µm,Spot,Displacement Delta,3,1000718119,743791,
-1.40754,-1.1433,2.56013,µm,Spot,Displacement Delta,4,1000718119,756711,
-1.49112,-0.713596,-0.182281,µm,Spot,Displacement Delta,5,1000718119,768779,
0.430031,0.339619,0.47187,µm,Spot,Displacement Delta,6,1000718119,782493,
0.424023,-0.249237,-0.254463,µm,Spot,Displacement Delta,7,1000718119,795537,
1.00438,0.33913,-0.0476532,µm,Spot,Displacement Delta,8,1000718119,808499,
0.709251,-0.32373,0.0881348,µm,Spot,Displacement Delta,9,1000718119,821759,
1.46233,0.555904,-0.825069,µm,Spot,Displacement Delta,10,1000718119,834667,
0.973862,0.215183,-0.359066,µm,Spot,Displacement Delta,11,1000718119,847617,
0.729527,0.307472,-0.206112,µm,Spot,Displacement Delta,12,1000718119,860523,
-0.854767,-0.226624,-0.448746,µm,Spot,Displacement Delta,13,1000718119,873474,
0.50716,0.10463,0.372684,µm,Spot,Displacement Delta,14,1000718119,886281,
-0.030056,0.0835648,-0.680374,µm,Spot,Displacement Delta,15,1000718119,899325,
0.817432,0.329193,0.0452423,µm,Spot,Displacement Delta,16,1000718119,912407,
0.222664,-0.171127,0.157036,µm,Spot,Displacement Delta,17,1000718119,924871,
-0.200161,0.135834,0.0532303,µm,Spot,Displacement Delta,18,1000718119,935891,
-0.0332756,-0.166496,0.0542221,µm,Spot,Displacement Delta,19,1000718119,946886,
-0.687374,-0.770748,-0.202892,µm,Spot,Displacement Delta,20,1000718119,957866,
0.241707,-0.0150452,0.334724,µm,Spot,Displacement Delta,21,1000718119,968955,
0.367947,-0.11832,-0.221313,µm,Spot,Displacement Delta,22,1000718119,979962,
-0.569084,-0.895256,-0.316681,µm,Spot,Displacement Delta,23,1000718119,990262,
0.833473,-1.27734,-0.8069,µm,Spot,Displacement Delta,24,1000718119,1001227,
0.410393,-1.4165,-0.652248,µm,Spot,Displacement Delta,25,1000718119,1012129,
0.191608,-0.631264,-1.495,µm,Spot,Displacement Delta,26,1000718119,1021431,
-0.326923,0.0293541,0.156635,µm,Spot,Displacement Delta,27,1000718119,1033878,
