
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,TrackID,ID,
44.5037,µm,Spot,Distance from Origin,1,1000000000,0,
45.8582,µm,Spot,Distance from Origin,2,1000000000,1,
46.1123,µm,Spot,Distance from Origin,3,1000000000,2,
45.5258,µm,Spot,Distance from Origin,4,1000000000,3,
45.5837,µm,Spot,Distance from Origin,5,1000000000,4,
45.4825,µm,Spot,Distance from Origin,6,1000000000,5,
45.1082,µm,Spot,Distance from Origin,7,1000000000,6,
44.6366,µm,Spot,Distance from Origin,8,1000000000,7,
44.0914,µm,Spot,Distance from Origin,9,1000000000,8,
43.2061,µm,Spot,Distance from Origin,10,1000000000,9,
43.4994,µm,Spot,Distance from Origin,11,1000000000,10,
44.1016,µm,Spot,Distance from Origin,12,1000000000,11,
44.2546,µm,Spot,Distance from Origin,13,1000000000,12,
43.9905,µm,Spot,Distance from Origin,14,1000000000,13,
43.9318,µm,Spot,Distance from Origin,15,1000000000,14,
44.908,µm,Spot,Distance from Origin,16,1000000000,15,
45.0516,µm,Spot,Distance from Origin,17,1000000000,16,
44.5946,µm,Spot,Distance from Origin,18,1000000000,17,
43.9405,µm,Spot,Distance from Origin,19,1000000000,18,
45.0363,µm,Spot,Distance from Origin,20,1000000000,19,
44.2532,µm,Spot,Distance from Origin,21,1000000000,20,
45.2267,µm,Spot,Distance from Origin,22,1000000000,21,
44.4722,µm,Spot,Distance from Origin,23,1000000000,22,
43.5958,µm,Spot,Distance from Origin,24,1000000000,23,
44.1232,µm,Spot,Distance from Origin,25,1000000000,24,
43.4977,µm,Spot,Distance from Origin,26,1000000000,25,
43.6763,µm,Spot,Distance from Origin,27,1000000000,26,
43.6697,µm,Spot,Distance from Origin,28,1000000000,27,
43.8928,µm,Spot,Distance from Origin,29,1000000000,28,
43.3617,µm,Spot,Distance from Origin,30,1000000000,29,
43.0215,µm,Spot,Distance from Origin,31,1000000000,30,
43.7837,µm,Spot,Distance from Origin,32,1000000000,31,
43.7255,µm,Spot,Distance from Origin,33,1000000000,32,
43.1764,µm,Spot,Distance from Origin,34,1000000000,33,
41.9231,µm,Spot,Distance from Origin,35,1000000000,34,
41.4594,µm,Spot,Distance from Origin,36,1000000000,35,
41.2419,µm,Spot,Distance from Origin,37,1000000000,36,
40.6527,µm,Spot,Distance from Origin,38,1000000000,37,
41.2386,µm,Spot,Distance from Origin,39,1000000000,38,
40.7089,µm,Spot,Distance from Origin,40,1000000000,39,
41.6065,µm,Spot,Distance from Origin,41,1000000000,40,
41.9349,µm,Spot,Distance from Origin,42,1000000000,41,
41.8306,µm,Spot,Distance from Origin,43,1000000000,42,
42.4353,µm,Spot,Distance from Origin,44,1000000000,43,
43.2853,µm,Spot,Distance from Origin,45,1000000000,44,
42.7937,µm,Spot,Distance from Origin,46,1000000000,45,
42.8232,µm,Spot,Distance from Origin,47,1000000000,46,
43.3956,µm,Spot,Distance from Origin,48,1000000000,47,
42.9304,µm,Spot,Distance from Origin,49,1000000000,48,
43.1438,µm,Spot,Distance from Origin,50,1000000000,49,
42.6956,µm,Spot,Distance from Origin,51,1000000000,50,
42.4732,µm,Spot,Distance from Origin,52,1000000000,51,
42.6877,µm,Spot,Distance from Origin,53,1000000000,52,
42.6057,µm,Spot,Distance from Origin,54,1000000000,53,
41.9762,µm,Spot,Distance from Origin,55,1000000000,54,
42.5531,µm,Spot,Distance from Origin,56,1000000000,55,
42.6655,µm,Spot,Distance from Origin,57,1000000000,56,
42.5857,µm,Spot,Distance from Origin,58,1000000000,57,
42.7308,µm,Spot,Distance from Origin,59,1000000000,58,
42.354,µm,Spot,Distance from Origin,60,1000000000,59,
42.1671,µm,Spot,Distance from Origin,61,1000000000,60,
42.6458,µm,Spot,Distance from Origin,62,1000000000,61,
42.2895,µm,Spot,Distance from Origin,63,1000000000,62,
42.1354,µm,Spot,Distance from Origin,64,1000000000,63,
42.4092,µm,Spot,Distance from Origin,65,1000000000,64,
42.712,µm,Spot,Distance from Origin,66,1000000000,65,
42.0541,µm,Spot,Distance from Origin,67,1000000000,66,
41.9631,µm,Spot,Distance from Origin,68,1000000000,67,
42.2255,µm,Spot,Distance from Origin,69,1000000000,68,
41.4977,µm,Spot,Distance from Origin,70,1000000000,70,
