
Velocity Angle
 ==================== 
Velocity Angle X,Velocity Angle Y,Velocity Angle Z,Unit,Category,Collection,Time,TrackID,ID,
64.023,74.5551,30.8421,°,Spot,Velocity Angle,1,1000000000,0,
55.943,55.109,53.184,°,Spot,Velocity Angle,2,1000000000,1,
147.277,97.0946,58.242,°,Spot,Velocity Angle,3,1000000000,2,
127.746,125.826,57.8764,°,Spot,Velocity Angle,4,1000000000,3,
89.6259,179.628,90.0027,°,Spot,Velocity Angle,5,1000000000,4,
89.2754,152.521,62.5299,°,Spot,Velocity Angle,6,1000000000,5,
95.8438,159.11,70.014,°,Spot,Velocity Angle,7,1000000000,6,
124.651,131.378,119.33,°,Spot,Velocity Angle,8,1000000000,7,
110.404,96.5911,158.475,°,Spot,Velocity Angle,9,1000000000,8,
148.087,83.5048,121.097,°,Spot,Velocity Angle,10,1000000000,9,
56.6374,82.6834,34.3701,°,Spot,Velocity Angle,11,1000000000,10,
24.7914,95.2594,65.8491,°,Spot,Velocity Angle,12,1000000000,11,
60.8439,92.128,150.754,°,Spot,Velocity Angle,13,1000000000,12,
110.269,91.8669,159.646,°,Spot,Velocity Angle,14,1000000000,13,
65.6022,73.0525,30.3728,°,Spot,Velocity Angle,15,1000000000,14,
32.2654,69.4711,66.27,°,Spot,Velocity Angle,16,1000000000,15,
83.8199,88.4167,173.621,°,Spot,Velocity Angle,17,1000000000,16,
100.966,107.531,159.139,°,Spot,Velocity Angle,18,1000000000,17,
46.6658,93.9807,43.613,°,Spot,Velocity Angle,19,1000000000,18,
121.629,31.6265,90.0027,°,Spot,Velocity Angle,20,1000000000,19,
111.594,41.764,123.726,°,Spot,Velocity Angle,21,1000000000,20,
116.768,65.5247,37.7302,°,Spot,Velocity Angle,22,1000000000,21,
120.541,143.691,107.713,°,Spot,Velocity Angle,23,1000000000,22,
129.733,80.1525,138.578,°,Spot,Velocity Angle,24,1000000000,23,
149.948,59.9452,90.0027,°,Spot,Velocity Angle,25,1000000000,24,
162.761,72.7588,90.0027,°,Spot,Velocity Angle,26,1000000000,25,
136.689,46.6861,90.0027,°,Spot,Velocity Angle,27,1000000000,26,
112.293,38.2376,119.283,°,Spot,Velocity Angle,28,1000000000,27,
145.99,62.3223,108.164,°,Spot,Velocity Angle,29,1000000000,28,
161.943,78.336,103.596,°,Spot,Velocity Angle,30,1000000000,29,
110.232,20.2297,90.0027,°,Spot,Velocity Angle,31,1000000000,30,
8.62478,98.6274,90.0027,°,Spot,Velocity Angle,32,1000000000,31,
124.197,131.066,59.8251,°,Spot,Velocity Angle,33,1000000000,32,
169.658,81.8856,96.377,°,Spot,Velocity Angle,34,1000000000,33,
163.388,77.053,100.237,°,Spot,Velocity Angle,35,1000000000,34,
157.7,69.9929,99.4547,°,Spot,Velocity Angle,36,1000000000,35,
147.047,70.9683,115.815,°,Spot,Velocity Angle,37,1000000000,36,
137.675,64.7842,121.434,°,Spot,Velocity Angle,38,1000000000,37,
48.4133,112.445,49.9725,°,Spot,Velocity Angle,39,1000000000,38,
137.079,47.9282,96.9946,°,Spot,Velocity Angle,40,1000000000,39,
136.119,51.0401,106.971,°,Spot,Velocity Angle,41,1000000000,40,
122.415,55.4688,128.729,°,Spot,Velocity Angle,42,1000000000,41,
32.2377,69.1547,113.416,°,Spot,Velocity Angle,43,1000000000,42,
85.554,27.4714,62.9545,°,Spot,Velocity Angle,44,1000000000,43,
55.2656,97.5175,35.7766,°,Spot,Velocity Angle,45,1000000000,44,
38.1358,126.669,80.9514,°,Spot,Velocity Angle,46,1000000000,45,
58.1872,50.9183,124.737,°,Spot,Velocity Angle,47,1000000000,46,
18.2934,93.9894,107.826,°,Spot,Velocity Angle,48,1000000000,47,
36.3456,118.25,69.1038,°,Spot,Velocity Angle,49,1000000000,48,
43.1855,121.022,63.2385,°,Spot,Velocity Angle,50,1000000000,49,
67.1329,138.766,122.174,°,Spot,Velocity Angle,51,1000000000,50,
38.6912,94.3259,128.36,°,Spot,Velocity Angle,52,1000000000,51,
57.4272,110.751,40.1287,°,Spot,Velocity Angle,53,1000000000,52,
57.3211,136.329,64.5019,°,Spot,Velocity Angle,54,1000000000,53,
52.8352,120.862,52.4211,°,Spot,Velocity Angle,55,1000000000,54,
30.0536,59.9491,90.0027,°,Spot,Velocity Angle,56,1000000000,55,
57.9732,80.4949,146.261,°,Spot,Velocity Angle,57,1000000000,56,
46.8812,116.682,54.8671,°,Spot,Velocity Angle,58,1000000000,57,
35.2302,123.326,79.8677,°,Spot,Velocity Angle,59,1000000000,58,
42.432,131,80.9277,°,Spot,Velocity Angle,60,1000000000,59,
14.3897,104.392,90.0027,°,Spot,Velocity Angle,61,1000000000,60,
35.9121,91.5984,125.868,°,Spot,Velocity Angle,62,1000000000,61,
60.7417,144.479,71.6878,°,Spot,Velocity Angle,63,1000000000,62,
99.1342,101.323,14.6211,°,Spot,Velocity Angle,64,1000000000,63,
125.42,44.2798,67.0893,°,Spot,Velocity Angle,65,1000000000,64,
133.424,114.524,53.4116,°,Spot,Velocity Angle,66,1000000000,65,
124.817,94.2741,144.853,°,Spot,Velocity Angle,67,1000000000,66,
112.87,54.8092,135.97,°,Spot,Velocity Angle,68,1000000000,67,
124.802,104.275,141.566,°,Spot,Velocity Angle,69,1000000000,68,
45.9852,126.74,66.4698,°,Spot,Velocity Angle,70,1000000000,70,
60.6787,88.4686,29.3721,°,Spot,Velocity Angle,71,1000000000,71,
146.011,61.4284,73.1719,°,Spot,Velocity Angle,72,1000000000,72,
154.125,73.079,108.984,°,Spot,Velocity Angle,73,1000000000,73,
47.3556,137.358,90.0027,°,Spot,Velocity Angle,74,1000000000,74,
30.7279,118.976,80.6459,°,Spot,Velocity Angle,75,1000000000,75,
16.6431,106.646,90.0027,°,Spot,Velocity Angle,76,1000000000,76,
145.046,55.043,90.0027,°,Spot,Velocity Angle,77,1000000000,77,
40.7611,81.8809,50.4016,°,Spot,Velocity Angle,78,1000000000,78,
23.8361,96.3904,67.1411,°,Spot,Velocity Angle,79,1000000000,79,
23.8667,97.3937,67.4449,°,Spot,Velocity Angle,80,1000000000,80,
143.262,53.2595,90.0027,°,Spot,Velocity Angle,81,1000000000,81,
43.0381,67.8072,55.3638,°,Spot,Velocity Angle,82,1000000000,82,
27.1558,80.5172,64.8126,°,Spot,Velocity Angle,83,1000000000,83,
26.1288,63.8738,90.0027,°,Spot,Velocity Angle,84,1000000000,84,
74.4497,43.8995,50.2513,°,Spot,Velocity Angle,85,1000000000,85,
56.0184,46.4709,62.5019,°,Spot,Velocity Angle,86,1000000000,86,
59.2895,43.4246,62.6109,°,Spot,Velocity Angle,87,1000000000,87,
73.3568,50.5784,44.1606,°,Spot,Velocity Angle,88,1000000000,88,
111.575,79.3524,24.2994,°,Spot,Velocity Angle,89,1000000000,89,
136.67,66.1352,56.3408,°,Spot,Velocity Angle,90,1000000000,90,
114.259,24.2558,90.0027,°,Spot,Velocity Angle,91,1000000000,91,
77.2069,125.727,141.361,°,Spot,Velocity Angle,92,1000000000,92,
46.8151,136.818,90.0027,°,Spot,Velocity Angle,93,1000000000,93,
69.847,43.2843,53.6507,°,Spot,Velocity Angle,94,1000000000,94,
79.5734,80.1511,165.582,°,Spot,Velocity Angle,95,1000000000,95,
85.0196,100.837,168.055,°,Spot,Velocity Angle,96,1000000000,96,
83.0725,146.33,122.768,°,Spot,Velocity Angle,97,1000000000,97,
97.0821,139.66,129.464,°,Spot,Velocity Angle,98,1000000000,98,
119.65,133.459,122.096,°,Spot,Velocity Angle,99,1000000000,99,
105.437,150.308,114.703,°,Spot,Velocity Angle,100,1000000000,100,
30.6383,71.2308,66.7265,°,Spot,Velocity Angle,101,1000000000,101,
63.6937,60.9373,41.1174,°,Spot,Velocity Angle,102,1000000000,102,
73.997,86.3391,16.4417,°,Spot,Velocity Angle,103,1000000000,103,
68.2949,58.2027,139.929,°,Spot,Velocity Angle,104,1000000000,104,
65.2847,77.1291,28.2815,°,Spot,Velocity Angle,105,1000000000,105,
88.8005,57.3853,32.6452,°,Spot,Velocity Angle,106,1000000000,106,
84.992,93.9452,173.623,°,Spot,Velocity Angle,107,1000000000,107,
112.202,138.877,122.578,°,Spot,Velocity Angle,108,1000000000,108,
114.566,125.828,134.123,°,Spot,Velocity Angle,109,1000000000,109,
42.5681,52.9506,72.0943,°,Spot,Velocity Angle,110,1000000000,110,
56.0017,117.82,133.258,°,Spot,Velocity Angle,111,1000000000,111,
114.052,121.524,138.485,°,Spot,Velocity Angle,112,1000000000,112,
91.1957,62.8207,27.2125,°,Spot,Velocity Angle,113,1000000000,113,
50.6414,60.0477,53.8209,°,Spot,Velocity Angle,114,1000000000,114,
110.252,108.37,152.097,°,Spot,Velocity Angle,115,1000000000,115,
154.182,78.7656,67.0744,°,Spot,Velocity Angle,116,1000000000,116,
117.284,60.715,42.0959,°,Spot,Velocity Angle,117,1000000000,117,
